Episode,Winrate
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,16.666666666666664
7,14.285714285714285
8,12.5
9,11.11111111111111
10,10.0
11,9.090909090909092
12,8.333333333333332
13,7.6923076923076925
14,7.142857142857142
15,6.666666666666667
16,6.25
17,5.88235294117647
18,5.555555555555555
19,5.263157894736842
20,5.0
21,4.761904761904762
22,4.545454545454546
23,4.3478260869565215
24,4.166666666666666
25,4.0
26,3.8461538461538463
27,3.7037037037037033
28,3.571428571428571
29,3.4482758620689653
30,3.3333333333333335
31,3.225806451612903
32,3.125
33,3.0303030303030303
34,5.88235294117647
35,5.714285714285714
36,5.555555555555555
37,5.405405405405405
38,5.263157894736842
39,5.128205128205128
40,5.0
41,4.878048780487805
42,4.761904761904762
43,4.651162790697675
44,6.8181818181818175
45,6.666666666666667
46,6.521739130434782
47,6.382978723404255
48,6.25
49,6.122448979591836
50,6.0
