Episode,Winrate
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,2.857142857142857
36,2.7777777777777777
37,2.7027027027027026
38,2.631578947368421
39,2.564102564102564
40,2.5
41,2.4390243902439024
42,2.380952380952381
43,2.3255813953488373
44,2.272727272727273
45,2.2222222222222223
46,2.1739130434782608
47,2.127659574468085
48,2.083333333333333
49,2.0408163265306123
50,2.0
