Episode,Winrate
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,7.142857142857142
15,6.666666666666667
16,6.25
17,5.88235294117647
18,5.555555555555555
19,10.526315789473683
20,15.0
21,14.285714285714285
22,13.636363636363635
23,13.043478260869565
24,12.5
25,12.0
26,15.384615384615385
27,14.814814814814813
28,14.285714285714285
29,13.793103448275861
30,16.666666666666664
31,16.129032258064516
32,18.75
33,21.21212121212121
34,20.588235294117645
35,20.0
36,19.444444444444446
37,18.91891891891892
38,18.421052631578945
39,17.94871794871795
40,20.0
41,19.51219512195122
42,21.428571428571427
43,20.930232558139537
44,20.454545454545457
45,22.22222222222222
46,21.73913043478261
47,23.404255319148938
48,22.916666666666664
49,22.448979591836736
50,22.0
51,21.568627450980394
52,21.153846153846153
53,20.754716981132077
54,20.37037037037037
55,20.0
56,19.642857142857142
57,19.298245614035086
58,20.689655172413794
59,20.33898305084746
60,20.0
61,19.672131147540984
62,19.35483870967742
63,19.047619047619047
64,20.3125
65,20.0
66,19.696969696969695
67,20.8955223880597
68,20.588235294117645
69,20.28985507246377
70,20.0
71,21.12676056338028
72,22.22222222222222
73,21.91780821917808
74,22.972972972972975
75,24.0
76,25.0
77,24.675324675324674
78,25.64102564102564
79,25.31645569620253
80,26.25
81,27.160493827160494
82,28.04878048780488
83,27.710843373493976
84,27.380952380952383
85,27.058823529411764
86,26.744186046511626
87,27.586206896551722
88,27.27272727272727
89,28.08988764044944
90,27.77777777777778
91,27.472527472527474
92,28.26086956521739
93,29.03225806451613
94,28.723404255319153
95,29.47368421052631
96,29.166666666666668
97,28.865979381443296
98,28.57142857142857
99,28.28282828282828
100,28.999999999999996
