Episode,Winrate
1,0.0
2,50.0
3,33.33333333333333
4,25.0
5,40.0
6,33.33333333333333
7,42.857142857142854
8,37.5
9,44.44444444444444
10,40.0
11,36.36363636363637
12,41.66666666666667
13,46.15384615384615
14,50.0
15,46.666666666666664
16,43.75
17,41.17647058823529
18,38.88888888888889
19,42.10526315789473
20,40.0
21,38.095238095238095
22,40.909090909090914
23,43.47826086956522
24,45.83333333333333
25,44.0
26,42.30769230769231
27,40.74074074074074
28,42.857142857142854
29,44.827586206896555
30,46.666666666666664
31,45.16129032258064
32,43.75
33,42.42424242424242
34,44.11764705882353
35,42.857142857142854
36,41.66666666666667
37,43.24324324324324
38,44.73684210526316
39,43.58974358974359
40,45.0
41,46.34146341463415
42,45.23809523809524
43,44.18604651162791
44,45.45454545454545
45,46.666666666666664
46,45.65217391304348
47,46.808510638297875
48,45.83333333333333
49,46.93877551020408
50,46.0
51,45.09803921568628
52,46.15384615384615
53,47.16981132075472
54,46.2962962962963
55,45.45454545454545
56,44.642857142857146
57,45.614035087719294
58,46.55172413793103
59,45.76271186440678
60,46.666666666666664
61,45.90163934426229
62,46.774193548387096
63,46.03174603174603
64,45.3125
65,44.61538461538462
66,43.93939393939394
67,43.28358208955223
68,42.64705882352941
69,42.028985507246375
70,41.42857142857143
71,42.25352112676056
72,43.05555555555556
73,43.83561643835616
74,43.24324324324324
75,42.66666666666667
76,42.10526315789473
77,42.857142857142854
78,42.30769230769231
79,41.77215189873418
80,41.25
81,40.74074074074074
82,40.243902439024396
83,39.75903614457831
84,40.476190476190474
85,41.17647058823529
86,40.69767441860465
87,40.229885057471265
88,40.909090909090914
89,40.44943820224719
90,40.0
91,39.56043956043956
92,39.130434782608695
93,39.784946236559136
94,39.361702127659576
95,40.0
96,40.625
97,40.20618556701031
98,40.816326530612244
99,41.41414141414141
100,41.0
101,40.5940594059406
102,40.19607843137255
103,40.77669902912621
104,40.38461538461539
105,40.0
106,39.62264150943396
107,39.25233644859813
108,39.81481481481482
109,39.44954128440367
110,39.09090909090909
111,39.63963963963964
112,39.285714285714285
113,39.823008849557525
114,40.35087719298245
115,40.0
116,39.6551724137931
117,40.17094017094017
118,39.83050847457627
119,39.49579831932773
120,39.166666666666664
121,39.66942148760331
122,39.34426229508197
123,39.83739837398374
124,39.516129032258064
125,40.0
126,39.682539682539684
127,40.15748031496063
128,40.625
129,40.310077519379846
130,40.0
131,40.458015267175576
132,40.15151515151515
133,40.6015037593985
134,41.04477611940299
135,40.74074074074074
136,40.44117647058824
137,40.87591240875913
138,41.30434782608695
139,41.007194244604314
140,41.42857142857143
141,41.13475177304964
142,40.845070422535215
143,40.55944055944056
144,40.97222222222222
145,41.37931034482759
146,41.0958904109589
147,40.816326530612244
148,41.21621621621622
149,40.939597315436245
150,41.333333333333336
151,41.72185430463576
152,42.10526315789473
153,42.48366013071895
154,42.2077922077922
155,42.58064516129032
156,42.30769230769231
157,42.675159235668794
158,43.037974683544306
159,43.39622641509434
160,43.125
161,42.857142857142854
162,42.592592592592595
163,42.944785276073624
164,42.68292682926829
165,43.03030303030303
166,42.77108433734939
167,43.11377245508982
168,43.452380952380956
169,43.786982248520715
170,43.529411764705884
171,43.27485380116959
172,43.02325581395349
173,42.77456647398844
174,43.103448275862064
175,43.42857142857143
176,43.18181818181818
177,42.93785310734463
178,43.258426966292134
179,43.575418994413404
180,43.333333333333336
181,43.0939226519337
182,42.857142857142854
183,43.169398907103826
184,42.934782608695656
185,42.7027027027027
186,42.473118279569896
187,42.24598930481284
188,42.02127659574468
189,41.7989417989418
190,42.10526315789473
191,42.40837696335078
192,42.1875
193,42.487046632124354
194,42.2680412371134
195,42.05128205128205
196,42.3469387755102
197,42.13197969543147
198,41.91919191919192
199,41.70854271356784
200,42.0
201,41.7910447761194
202,41.584158415841586
203,41.37931034482759
204,41.66666666666667
205,41.46341463414634
206,41.262135922330096
207,41.06280193236715
208,40.86538461538461
209,40.66985645933015
210,40.476190476190474
211,40.28436018957346
212,40.56603773584906
213,40.845070422535215
214,41.1214953271028
215,41.3953488372093
216,41.2037037037037
217,41.474654377880185
218,41.284403669724774
219,41.0958904109589
220,40.909090909090914
221,40.723981900452486
222,40.54054054054054
223,40.35874439461883
224,40.625
225,40.88888888888889
226,41.150442477876105
227,40.969162995594715
228,41.228070175438596
229,41.04803493449782
230,40.869565217391305
231,41.125541125541126
232,40.94827586206897
233,40.772532188841204
234,40.598290598290596
235,40.42553191489361
236,40.67796610169492
237,40.50632911392405
238,40.7563025210084
239,41.00418410041841
240,41.25
241,41.49377593360996
242,41.735537190082646
243,41.56378600823045
244,41.39344262295082
245,41.224489795918366
246,41.05691056910569
247,40.89068825910931
248,41.12903225806452
249,40.963855421686745
250,41.199999999999996
251,41.43426294820717
252,41.269841269841265
253,41.50197628458498
254,41.338582677165356
255,41.17647058823529
256,41.40625
257,41.63424124513619
258,41.47286821705426
259,41.6988416988417
260,41.53846153846154
261,41.37931034482759
262,41.221374045801525
263,41.06463878326996
264,40.909090909090914
265,41.132075471698116
266,41.35338345864661
267,41.19850187265918
268,41.417910447761194
269,41.2639405204461
270,41.11111111111111
271,40.959409594095945
272,40.80882352941176
273,41.02564102564102
274,41.24087591240876
275,41.45454545454545
276,41.30434782608695
277,41.15523465703971
278,41.007194244604314
279,41.21863799283154
280,41.42857142857143
281,41.281138790035584
282,41.13475177304964
283,40.98939929328622
284,40.845070422535215
285,40.70175438596491
286,40.909090909090914
287,41.11498257839721
288,40.97222222222222
289,40.830449826989614
290,40.689655172413794
291,40.893470790378004
292,41.0958904109589
293,40.955631399317404
294,41.156462585034014
295,41.01694915254237
296,41.21621621621622
297,41.41414141414141
298,41.61073825503356
299,41.47157190635451
300,41.66666666666667
301,41.86046511627907
302,42.05298013245033
303,41.914191419141915
304,42.10526315789473
305,41.967213114754095
306,41.830065359477125
307,42.01954397394137
308,41.883116883116884
309,41.74757281553398
310,41.935483870967744
311,41.80064308681672
312,41.66666666666667
313,41.853035143769965
314,41.71974522292994
315,41.58730158730159
316,41.45569620253164
317,41.32492113564668
318,41.509433962264154
319,41.692789968652036
320,41.875
321,41.74454828660436
322,41.61490683229814
323,41.48606811145511
324,41.358024691358025
325,41.23076923076923
326,41.104294478527606
327,40.97859327217125
328,41.15853658536585
329,41.03343465045592
330,41.21212121212121
331,41.08761329305136
332,41.265060240963855
333,41.44144144144144
334,41.31736526946108
335,41.19402985074627
336,41.36904761904761
337,41.246290801186944
338,41.42011834319527
339,41.5929203539823
340,41.47058823529412
341,41.64222873900293
342,41.52046783625731
343,41.39941690962099
344,41.56976744186046
345,41.449275362318836
346,41.61849710982659
347,41.78674351585015
348,41.66666666666667
349,41.54727793696275
350,41.714285714285715
351,41.88034188034188
352,41.76136363636363
353,41.64305949008499
354,41.52542372881356
355,41.40845070422535
356,41.29213483146067
357,41.17647058823529
358,41.06145251396648
359,40.947075208913645
360,41.11111111111111
361,41.27423822714682
362,41.43646408839779
363,41.32231404958678
364,41.208791208791204
365,41.0958904109589
366,40.98360655737705
367,40.87193460490463
368,40.76086956521739
369,40.65040650406504
370,40.81081081081081
371,40.700808625336926
372,40.59139784946236
373,40.75067024128686
374,40.64171122994652
375,40.8
376,40.95744680851064
377,40.84880636604775
378,40.74074074074074
379,40.89709762532981
380,40.78947368421053
381,40.68241469816273
382,40.83769633507853
383,40.73107049608355
384,40.88541666666667
385,41.03896103896104
386,40.932642487046635
387,40.82687338501292
388,40.97938144329897
389,40.87403598971722
390,40.76923076923077
391,40.92071611253197
392,41.07142857142857
393,40.966921119592875
394,41.11675126903553
395,41.01265822784811
396,40.909090909090914
397,41.05793450881612
398,41.20603015075377
399,41.35338345864661
400,41.5
401,41.39650872817955
402,41.29353233830846
403,41.19106699751861
404,41.089108910891085
405,40.98765432098765
406,41.13300492610838
407,41.03194103194103
408,41.17647058823529
409,41.32029339853301
410,41.21951219512195
411,41.119221411192214
412,41.262135922330096
413,41.404358353510894
414,41.54589371980676
415,41.68674698795181
416,41.82692307692308
417,41.726618705035975
418,41.62679425837321
419,41.527446300715994
420,41.66666666666667
421,41.80522565320665
422,41.943127962085306
423,41.843971631205676
424,41.74528301886792
425,41.88235294117647
426,42.01877934272301
427,41.92037470725995
428,42.05607476635514
429,42.19114219114219
430,42.093023255813954
431,41.9953596287703
432,42.129629629629626
433,42.032332563510394
434,41.935483870967744
435,42.06896551724138
436,41.97247706422018
437,42.10526315789473
438,42.23744292237443
439,42.14123006833713
440,42.04545454545455
441,41.950113378684804
442,42.081447963800905
443,41.98645598194131
444,41.891891891891895
445,42.02247191011236
446,42.152466367713004
447,42.05816554809844
448,41.964285714285715
449,41.87082405345212
450,42.0
451,41.90687361419069
452,42.0353982300885
453,42.16335540838852
454,42.070484581497794
455,41.97802197802198
456,41.885964912280706
457,42.01312910284464
458,42.13973799126637
459,42.26579520697168
460,42.391304347826086
461,42.299349240780906
462,42.2077922077922
463,42.33261339092873
464,42.456896551724135
465,42.365591397849464
466,42.27467811158798
467,42.184154175588866
468,42.30769230769231
469,42.217484008528785
470,42.12765957446808
471,42.25053078556263
472,42.3728813559322
473,42.49471458773784
474,42.616033755274266
475,42.73684210526316
476,42.857142857142854
477,42.76729559748428
478,42.88702928870293
479,42.79749478079332
480,42.916666666666664
481,42.82744282744283
482,42.738589211618255
483,42.65010351966873
484,42.768595041322314
485,42.88659793814433
486,43.00411522633745
487,42.91581108829568
488,42.82786885245902
489,42.740286298568506
490,42.857142857142854
491,42.973523421588595
492,42.886178861788615
493,42.799188640973625
494,42.91497975708502
495,42.82828282828282
496,42.74193548387097
497,42.857142857142854
498,42.971887550200805
499,43.08617234468938
500,43.0
